宝盛北里三居室，高楼层，电梯直达，满五年唯一,宝盛北里,清河,3室1厅 ,140.25, 南 北 , 精装 ,9, 2004年 , 板楼,89, 3个月以前发布,9600000.0,"68,450元/平",VR房源 房本满五年 
橡林郡 1室1厅 西南,橡林郡,清河,1室1厅 ,59.79, 西南 , 精装 ,21, 2020年 , 板楼,86, 一年前发布,7190000.0,"120,255元/平",近地铁 VR看装修 房本满两年 
强佑清河新城府学上院正规一室一厅,强佑清河新城府学上院,清河,1室1厅 ,60.39, 东 , 精装 ,27, 2009年 , 板塔结合,24, 6个月以前发布,4750000.0,"78,656元/平",近地铁 VR看装修 房本满两年 
高巢，电梯直达，纯南向，纯平层，精装修,高巢,清河,1室1厅 ,45.51, 南 , 精装 ,15, 2005年 , 板塔结合,15, 10个月以前发布,3500000.0,"76,907元/平",近地铁 VR看装修 房本满两年 
加气混凝土厂宿舍 满五年唯一商品房,加气混凝土厂宿舍,清河,3室1厅 ,79.1, 南 北 , 简装 ,5, 1979年 , 板楼,5, 6个月以前发布,6450000.0,"81,543元/平",近地铁 VR房源 房本满五年 
清河文苑优质户型方正房源诚意出售,清河文苑,清河,1室1厅 ,63.61, 东北 , 简装 ,22, 2004年 , 塔楼,100, 一年前发布,5150000.0,"80,963元/平",近地铁 VR房源 房本满五年 
金隅美和园 东西向正规一居室  全明格局,金隅美和园,清河,1室1厅 ,60.91, 东 西 , 精装 ,9, 2008年 , 板楼,19, 5个月以前发布,5000000.0,"82,089元/平",VR房源 房本满五年 
长城润滑油家属楼两居室业主诚意出售,621小区,清河,2室1厅 ,41.5, 南 北 , 毛坯 ,6, 1979年 , 板楼,28, 一年前发布,4300000.0,"103,615元/平",近地铁 VR看装修 房本满五年 
加气混凝土厂宿舍 南北向 小区中间位置,加气混凝土厂宿舍,清河,2室1厅 ,57.1, 南 北 , 简装 ,5, 1981年 , 板楼,0, 6个月以前发布,4700000.0,"82,312元/平",VR房源 房本满五年 
精装修高楼层开间 采光视野无遮挡 满五唯一商品房,力度家园,清河,1室0厅 ,52.18, 东北 , 精装 ,21, 2004年 , 板塔结合,22, 一年前发布,4580000.0,"87,774元/平",VR看装修 房本满两年 
世华龙樾一期西区 南向 一居室 电梯房,世华龙樾一期西区,清河,1室1厅 ,52.33, 南 , 简装 ,18, 2014年 , 板楼,21, 一年前发布,5380000.0,"102,810元/平",VR看装修 房本满两年 
怡清园 3室3厅 南 北,怡清园,清河,3室3厅 ,148.19, 南 北 , 简装 ,6, 2003年 , 板楼,2, 2个月以前发布,9100000.0,"61,408元/平",近地铁 VR房源 房本满五年 
"宝盛里观澳园,明厨明卫，前后不临街，稳定签约",观澳园,清河,1室1厅 ,71.04, 南 北 , 简装 ,7, 2005年 , 板楼,3, 2个月以前发布,5700000.0,"80,237元/平",VR看装修 房本满五年 随时看房 
世华，户型好高板电梯房，全南电梯一居，适合贷款,世华龙樾一期西区,清河,1室1厅 ,52.29, 南 , 简装 ,18, 2014年 , 板塔结合,0,18,5350000.0,"102,315元/平",VR看装修 房本满两年 
莱圳家园 2室2厅 东 西,莱圳家园,清河,2室2厅 ,93.78, 东 西 , 简装 ,17, 2012年 , 板楼,7, 2个月以前发布,8350000.0,"89,039元/平",近地铁 VR房源 房本满五年 随时看房 
学府树家园五区 中间楼层 正对花园 位置安静 视野好,橡树湾三期,清河,2室1厅 ,87.18, 西 , 精装 ,16, 2011年 , 板塔结合,2, 1个月以前发布,10900000.0,"125,029元/平",近地铁 VR房源 房本满五年 
橡树湾三期  位置安静 诚意出售 通透两居 户型方正,橡树湾三期,清河,2室1厅 ,108.55, 东 西 , 其他 ,16, 2011年 , 板塔结合,3,13,11990000.0,"110,457元/平",近地铁 VR房源 房本满五年 
四期高层三居 精装修 南北朝向 无遮挡,橡树湾四期,清河,3室2厅 ,160.07, 南 北 , 精装 ,25, 2014年 , 板塔结合,7, 1个月以前发布,22000000.0,"137,440元/平",VR房源 
海淀阳光南里小区 南北通透两居室  中间楼层  精装修,阳光南里,清河,2室1厅 ,70.41, 南 北 , 精装 ,6, 1998年 , 板楼,5,13,5450000.0,"77,404元/平",近地铁 VR看装修 房本满五年 随时看房 
清河永泰西里 满五唯一 不临街居住安静 价格可谈,永泰西里,清河,2室1厅 ,58.6, 南 北 , 其他 ,6, 1993年 , 板楼,6, 2个月以前发布,3790000.0,"64,676元/平",近地铁 VR看装修 房本满五年 
本周推荐 永泰庄甲6号院  三层 业主诚意出售,永泰庄甲6号院,清河,2室1厅 ,54.8, 南 北 , 其他 ,6, 1986年 , 板楼,3, 1个月以前发布,4290000.0,"78,285元/平",近地铁 VR房源 房本满两年 
力度家园 2室1厅 东 西,力度家园,清河,2室1厅 ,108.37, 东 西 , 精装 ,21, 2004年 , 板塔结合,2,6,7800000.0,"71,976元/平",VR看装修 房本满五年 
没有遮挡，落地窗户采光好，小区内半人车分流，无抵押,永泰园新地标,清河,2室1厅 ,93.73, 西南 , 精装 ,31, 2002年 , 塔楼,4,18,6300000.0,"67,215元/平",近地铁 VR看装修 房本满五年 
观景园南北通透全明格局一居室，看房随时,观景园,清河,1室1厅 ,60.14, 南 北 , 精装 ,6, 2008年 , 板楼,5, 2个月以前发布,5450000.0,"90,622元/平",VR房源 房本满五年 随时看房 
强佑清河新城府学上院，楼层好，配套实施齐全,强佑清河新城府学上院,清河,1室0厅 ,62.7, 北 , 精装 ,27, 2009年 , 板塔结合,7,13,4200000.0,"66,986元/平",VR房源 房本满五年 
砂轮厂宿舍 3室2厅 南 北,砂轮厂宿舍,清河,3室2厅 ,96.62, 南 北 , 简装 ,7, 1999年 , 板楼,5, 3个月以前发布,5980000.0,"61,892元/平",VR房源 房本满两年 
永泰东里 南北通透 双阳台 两居室,永泰东里,清河,2室1厅 ,68.14, 南 北 , 简装 ,6, 2000年 , 板楼,3,3,4980000.0,"73,085元/平",近地铁 VR房源 房本满五年 
清河永泰庄，地铁八号线沿线，纯商品房小区一室一厅,清缘东里,清河,1室1厅 ,40.01, 南 , 精装 ,6, 2004年 , 板楼,6, 7个月以前发布,4180000.0,"104,474元/平",近地铁 VR房源 房本满五年 
高巢精装Loft，锋线阁小区，近地铁,高巢,清河,1室1厅 ,47.96, 南 , 精装 ,15, 2005年 , 板塔结合,7, 8个月以前发布,3650000.0,"76,106元/平",近地铁 VR房源 房本满五年 随时看房 
毛纺厂南小区，满五年不唯一住宅,毛纺厂南小区,清河,1室0厅 ,35.81, 东 , 其他 ,6, 1993年 , 板楼,20, 9个月以前发布,2950000.0,"82,380元/平",近地铁 VR看装修 房本满五年 
清缘里中区 南向 电梯直达一居室，业主诚心出售,清缘里中区,清河,1室1厅 ,53.03, 南 , 简装 ,10, 1998年 , 板楼,19, 6个月以前发布,3950000.0,"74,487元/平",VR看装修 房本满五年 
力度家园正对小区花园正规大一居室,力度家园,清河,1室1厅 ,68.63, 西 , 简装 ,15, 2004年 , 板塔结合,16, 11个月以前发布,4280000.0,"62,364元/平",近地铁 VR看装修 房本满五年 
砂轮厂宿舍 小营地铁 正规南向一居室 急,砂轮厂宿舍,清河,1室1厅 ,49.0, 南 , 精装 ,7, 1998年 , 板楼,5, 5个月以前发布,3380000.0,"68,980元/平",VR房源 房本满五年 
海淀产权，电梯直达，楼龄新，两居室，精装全屋定制,高巢,清河,2室1厅 ,23.15, 北 , 精装 ,15, 2005年 , 板塔结合,9, 8个月以前发布,3280000.0,"141,685元/平",近地铁 VR房源 房本满五年 
海淀 宝盛北里 2004年电梯一居室 南北通透 中楼层,宝盛北里,清河,1室1厅 ,66.93, 南 北 , 简装 ,9, 2004年 , 板楼,53, 一年前发布,4450000.0,"66,488元/平",VR看装修 房本满五年 
宝盛里小区  满五唯一商品房 精装修 低楼层,宝盛里,清河,1室1厅 ,55.5, 南 , 精装 ,6, 1998年 , 板楼,17, 10个月以前发布,4200000.0,"75,676元/平",VR看装修 房本满五年 
新上：莱圳家园 正规一室一厅 户型方正 视野开阔,莱圳家园,清河,1室1厅 ,66.82, 东南 , 精装 ,16, 2007年 , 板楼,29, 一年前发布,6200000.0,"92,787元/平",近地铁 VR看装修 房本满五年 
总监力荐小两居，中间楼层，不临街 不把边,清缘东里,清河,2室1厅 ,66.61, 北 , 精装 ,13, 2004年 , 塔楼,48, 8个月以前发布,4550000.0,"68,309元/平",近地铁 VR看装修 房本满五年 
【过年可看】新小区精装大一居，带电梯， 靠谱卖！,清缘东里,清河,1室1厅 ,66.56, 北 , 精装 ,13, 2004年 , 板楼,12, 5个月以前发布,4690000.0,"70,463元/平",近地铁 VR看装修 房本满五年 
高巢新上一居室，民水民电，电梯直达，业主靠谱出售,高巢,清河,1室0厅 ,34.06, 北 , 简装 ,15, 2005年 , 板塔结合,12, 5个月以前发布,2990000.0,"87,787元/平",近地铁 VR看装修 房本满两年 随时看房 
观澳园小区 中间层 南向 户型方正,观澳园,清河,1室0厅 ,56.18, 南 , 其他 ,5, 2005年 , 板楼,12, 7个月以前发布,4700000.0,"83,660元/平",VR房源 房本满五年 
观澳园小区全南向开间，满五年，采光充足,观澳园,清河,1室0厅 ,40.56, 南 , 其他 ,9, 2006年 , 板楼,5, 5个月以前发布,3850000.0,"94,922元/平",VR看装修 房本满五年 随时看房 
海淀观澳园新小区 电梯房 首付少,观澳园,清河,1室1厅 ,41.2, 东 , 精装 ,6, 2006年 , 板楼,49, 5个月以前发布,3150000.0,"76,457元/平",近地铁 VR看装修 房本满两年 
店长力推 宝盛里 明厅两居 低楼层,宝盛里,清河,2室1厅 ,83.6, 南 北 , 毛坯 ,6, 1998年 , 板楼,26, 10个月以前发布,6250000.0,"74,761元/平",VR房源 房本满五年 随时看房 
世华龙樾一期西区 南向正规一居室 带电梯 毛坯次新房,世华龙樾一期西区,清河,1室1厅 ,56.5, 南 , 毛坯 ,17, 2018年 , 板楼,35, 9个月以前发布,5150000.0,"91,151元/平",近地铁 VR看装修 随时看房 
永泰园 2层 满五年唯一 双地铁配套,永泰园,清河,1室1厅 ,55.2, 南 , 简装 ,6, 2000年 , 板楼,38, 6个月以前发布,3960000.0,"71,740元/平",近地铁 VR看装修 
2014年次新房，南北电梯2居室，20万精装修,世华龙樾一期西区,清河,2室1厅 ,77.92, 南 北 , 精装 ,15, 2018年 , 板楼,12, 4个月以前发布,7300000.0,"93,686元/平",近地铁 VR看装修 
清缘里中区 钢混结构住宅 不临街 采光充足 可签约,清缘里中区,清河,2室1厅 ,76.44, 东 西 , 简装 ,9, 2018年 , 板楼,105, 7个月以前发布,4260000.0,"55,730元/平",VR看装修 
永泰东里 南北两居 中间层 客厅朝南有阳台,永泰东里,清河,2室1厅 ,64.79, 南 北 , 简装 ,6, 1996年 , 板楼,2, 4个月以前发布,4600000.0,"70,999元/平",近地铁 VR看装修 
强佑府学上院 南向观景一居室 精装修可直接入住,强佑清河新城府学上院,清河,1室1厅 ,54.19, 南 , 精装 ,24, 2020年 , 板塔结合,16, 6个月以前发布,5180000.0,"95,590元/平",近地铁 VR看装修 
清河嘉园 满五唯一 楼层视野好,强佑清河新城府学上院,清河,1室1厅 ,60.57, 东 , 其他 ,27, 2009年 , 板塔结合,3, 6个月以前发布,4980000.0,"82,219元/平",近地铁 VR看装修 
强佑清河新城府学上院  2018年房龄 品质一居室 格局好,强佑清河新城府学上院,清河,1室1厅 ,54.19, 南 , 简装 ,24, 2019年 , 板塔结合,13, 5个月以前发布,5100000.0,"94,114元/平",近地铁 VR房源 
强佑清河新城府学上院南向一居室采光好视野开阔没遮挡,强佑清河新城府学上院,清河,1室1厅 ,49.51, 南 , 精装 ,14, 2014年 , 板塔结合,28, 10个月以前发布,3790000.0,"76,551元/平",近地铁 VR看装修 
永泰园，南向一居室，采光好，低楼层,永泰园,清河,1室1厅 ,44.54, 南 , 简装 ,7, 1999年 , 板楼,12, 6个月以前发布,3600000.0,"80,827元/平",近地铁 VR房源 
清河 永泰西里 车位充足 户型方正,永泰西里,清河,1室1厅 ,46.39, 南 , 简装 ,6, 2018年 , 板楼,5, 7个月以前发布,4000000.0,"86,226元/平",近地铁 VR看装修 
强佑清河新城府学上院南向开间，视野采光好,强佑清河新城府学上院,清河,1室1厅 ,33.0, 南 , 精装 ,18, 2020年 , 板塔结合,20, 一年前发布,3750000.0,"113,637元/平",近地铁 VR看装修 
强佑清河新城府学上院  2020年次新房 精装修品质一居,强佑清河新城府学上院,清河,1室1厅 ,38.01, 西北 , 精装 ,18, 2020年 , 板塔结合,30, 3个月以前发布,3580000.0,"94,186元/平",近地铁 VR看装修 
清河 观景园 满五年唯一商品房 随时签约随时可以看房,观景园,清河,1室1厅 ,66.67, 东 北 , 精装 ,6, 2008年 , 板楼,4, 4个月以前发布,4830000.0,"72,447元/平",VR看装修 房本满五年 随时看房 
强佑清河新城府学上院 品质小户型  次新房 位置好,强佑清河新城府学上院,清河,1室0厅 ,25.28, 西 , 简装 ,18, 2020年 , 板塔结合,7, 3个月以前发布,3080000.0,"121,836元/平",近地铁 VR看装修 
宝盛北里 南北通透 两居室 04年小区 高得房率,宝盛北里,清河,2室1厅 ,102.2, 南 北 , 简装 ,6, 2004年 , 板楼,4, 一年前发布,6650000.0,"65,069元/平",VR看装修 房本满五年 
世华龙樾一期西区 南向两居室 电梯房 人车分流,世华龙樾一期西区,清河,2室1厅 ,76.2, 南 , 毛坯 ,11, 2018年 , 板楼,25, 2个月以前发布,6800000.0,"89,239元/平",近地铁 VR看装修 
店长力荐 观景园中间层 满五唯一商品房 精装两居室,观景园,清河,2室1厅 ,93.79, 东 西 , 精装 ,6, 2011年 , 板楼,1, 1个月以前发布,8190000.0,"87,323元/平",VR房源 随时看房 
怡清园一居，满5年唯一，落地阳台，中间层，采光充足,怡清园,清河,1室1厅 ,57.37, 南 , 简装 ,6, 2003年 , 板楼,7, 2个月以前发布,4550000.0,"79,310元/平",近地铁 VR房源 房本满五年 
永泰东里两居，满5唯一，明厅格局，户型方正，采光好,永泰东里,清河,2室1厅 ,68.82, 南 北 , 简装 ,6, 2000年 , 板楼,12, 2个月以前发布,4900000.0,"71,201元/平",近地铁 VR房源 房本满五年 
力度家园安静小户型带电梯中楼层,力度家园,清河,1室1厅 ,77.23, 西北 , 简装 ,21, 2004年 , 板塔结合,2, 3个月以前发布,5890000.0,"76,266元/平",近地铁 VR看装修 房本满五年 
橡树湾二期 1室1厅 南,橡树湾二期,清河,1室1厅 ,53.31, 南 , 精装 ,11, 2009年 , 板塔结合,3, 3个月以前发布,6990000.0,"131,120元/平",近地铁 VR看装修 房本满五年 
金隅美和园  东西向正规一居室,金隅美和园,清河,2室1厅 ,61.0, 东 西 , 简装 ,9, 2009年 , 板楼,8, 1个月以前发布,5050000.0,"82,787元/平",近地铁 VR房源 房本满五年 
橡林郡3室2厅双明卫，三面花园绿化，无遮挡采光好,橡林郡,清河,3室2厅 ,119.96, 南 北 , 精装 ,18, 2020年 , 板楼,12, 3个月以前发布,16200000.0,"135,046元/平",VR看装修 房本满两年 随时看房 
毛纺厂南小区 2室1厅 南 北,毛纺厂南小区,清河,2室1厅 ,70.8, 南 北 , 其他 ,6, 1996年 , 板楼,2, 2个月以前发布,5050000.0,"71,328元/平",VR看装修 房本满五年 随时看房 
少有的复式格局，挑空客厅，品质社区，三世同堂，急售,橡树湾二期,清河,4室2厅 ,146.72, 南 北 , 精装 ,11, 2009年 , 板塔结合,6, 1个月以前发布,21950000.0,"149,605元/平",近地铁 VR房源 房本满五年 
合景映月台 满五年 装修保持好 物业管理好 近地铁公交,合景映月台,清河,2室1厅 ,77.5, 南 北 , 精装 ,8, 2016年 , 板楼,9, 2个月以前发布,9900000.0,"127,742元/平",VR看装修 房本满五年 随时看房 
永泰园新风景2003年，带电梯板楼精装修拎包入住,永泰园,清河,2室1厅 ,107.22, 南 北 , 精装 ,10, 2003年 , 板楼,8, 2个月以前发布,10500000.0,"97,930元/平",近地铁 VR房源 房本满五年 
观林园，正规三居室，近奥森，小区密度小,观林园,清河,3室1厅 ,142.5, 南 西 北 , 精装 ,6, 2011年 , 板楼,10, 1个月以前发布,13500000.0,"94,737元/平",VR看装修 随时看房 
力度家园电梯一居精装修位置安静,力度家园,清河,1室1厅 ,67.89, 西 , 精装 ,15, 2004年 , 板塔结合,10, 2个月以前发布,4480000.0,"65,990元/平",近地铁 VR房源 房本满五年 随时看房 
砂轮厂宿舍 1室1厅 南,砂轮厂宿舍,清河,1室1厅 ,45.14, 南 , 其他 ,7, 1998年 , 板楼,4, 2个月以前发布,2800000.0,"62,030元/平",VR房源 房本满两年 
学府树家园四区 精装修 高层一居室 视野开阔 诚意出售,橡树湾四期,清河,1室1厅 ,72.66, 东 , 精装 ,16, 2014年 , 板塔结合,8, 3个月以前发布,8490000.0,"116,846元/平",VR看装修 
橡树湾二期正规两居室，看小区花园，位置安静,橡树湾二期,清河,2室1厅 ,95.02, 东南 , 简装 ,9, 2008年 , 板塔结合,1,15,13000000.0,"136,814元/平",近地铁 VR看装修 房本满五年 
永泰园03年商品房小区，双线地铁满五年业主一套房住房,永泰园,清河,2室1厅 ,64.2, 东北 , 简装 ,6, 2003年 , 板楼,0,16,4750000.0,"73,988元/平",近地铁 VR看装修 房本满五年 
精装复式 南北通透 明厨明卫 位置安静，视野开阔！,橡树湾二期,清河,2室1厅 ,61.31, 南 北 , 精装 ,9, 2008年 , 板塔结合,9, 2个月以前发布,9990000.0,"162,943元/平",近地铁 VR房源 房本满两年 
宝盛北里 1室1厅 南,宝盛北里,清河,1室1厅 ,68.42, 南 , 精装 ,6, 2004年 , 板楼,7, 1个月以前发布,4300000.0,"62,848元/平",VR看装修 房本满五年 
橡树湾二期正规两居室，看小区花园，位置安静,橡树湾二期,清河,2室1厅 ,95.02, 东南 , 简装 ,9, 2008年 , 板塔结合,1,15,13000000.0,"136,814元/平",近地铁 VR看装修 房本满五年 
清河新城府学上院 精装修 采光户型好,强佑清河新城府学上院,清河,2室1厅 ,65.1, 西南 , 精装 ,27, 2009年 , 板塔结合,10, 1个月以前发布,5570000.0,"85,561元/平",VR看装修 房本满两年 
砂轮厂宿舍，精装，南向，大两居室，近地铁，采光充足,砂轮厂宿舍,清河,2室1厅 ,62.17, 南 , 精装 ,7, 1998年 , 板楼,3,16,4020000.0,"64,662元/平",VR房源 房本满五年 
世华龙樾一期西区 2室1厅 南,世华龙樾一期西区,清河,2室1厅 ,75.83, 南 , 简装 ,18, 2014年 , 板楼,7, 1个月以前发布,7190000.0,"94,818元/平",VR看装修 房本满五年 随时看房 
海清园 2室1厅 户型方正 视野好,海清园,清河,2室1厅 ,87.05, 东北 , 其他 ,18, 2001年 , 塔楼,10, 2个月以前发布,6250000.0,"71,798元/平",近地铁 VR看装修 房本满五年 
毛纺厂南小区 2室1厅 南,毛纺厂南小区,清河,2室1厅 ,57.7, 南 , 简装 ,6, 1992年 , 板楼,9, 2个月以前发布,3990000.0,"69,151元/平",近地铁 VR房源 房本满两年 
怡清园南向一居，精装，满5年唯一，落地阳台，采光好,怡清园,清河,1室1厅 ,57.37, 南 , 精装 ,6, 2003年 , 板楼,5, 2个月以前发布,4200000.0,"73,209元/平",近地铁 VR房源 房本满五年 
清河力度家园 西南向精装3居室 靠谱出售,力度家园,清河,3室1厅 ,134.74, 南 西 , 其他 ,15, 2004年 , 板塔结合,13, 2个月以前发布,11000000.0,"81,639元/平",近地铁 VR房源 房本满两年 
621小区 南北向正规两居室 不临街 一层 诚意出售,621小区,清河,2室1厅 ,49.9, 南 北 , 简装 ,5, 1980年 , 板楼,2, 1个月以前发布,4880000.0,"97,796元/平",近地铁 VR房源 房本满五年 随时看房 
橡树湾二期  中间层 南北通透4居室 报价诚心 看房方便,橡树湾二期,清河,4室2厅 ,143.46, 南 北 , 精装 ,15, 2009年 , 板塔结合,35, 1个月以前发布,16600000.0,"115,712元/平",近地铁 VR看装修 房本满五年 
三面朝南 双卫大三居 适合改善换房 诚心出售,怡清园,清河,3室1厅 ,142.23, 南 西 , 简装 ,15, 2003年 , 板塔结合,9, 1个月以前发布,9300000.0,"65,388元/平",近地铁 VR房源 房本满两年 
橡树湾一期 复式三居，满五年唯一，精装，看房方便。,橡树湾一期,清河,3室2厅 ,70.57, 西 , 精装 ,11, 2007年 , 板塔结合,3, 10个月以前发布,12700000.0,"179,964元/平",近地铁 VR房源 房本满五年 
总监强力推荐 业主稳定出售 南北三居 满五唯一商品房,永泰东里,清河,3室1厅 ,95.77, 南 北 , 精装 ,6, 1995年 , 板楼,5, 1个月以前发布,6970000.0,"72,779元/平",近地铁 VR房源 房本满五年 随时看房 
宝盛里正规三居室车位充足，中间层边户，无遮挡采光好,宝盛里,清河,3室2厅 ,94.99, 东 南 北 , 简装 ,6, 2000年 , 板楼,4, 1个月以前发布,6700000.0,"70,534元/平",VR房源 
宝盛里 东向正规一居室 随时签约 满二年,宝盛里,清河,1室1厅 ,65.21, 东 , 简装 ,5, 2000年 , 板楼,0,18,3990000.0,"61,187元/平",VR看装修 房本满两年 
清河 南向精装loft  带电梯 近地铁,高巢,清河,1室1厅 ,47.96, 南 , 精装 ,15, 2005年 , 板塔结合,6,16,3580000.0,"74,646元/平",近地铁 VR房源 房本满五年 
海淀清河 2001年的商品房 高楼层，正规一居室随时签约,清河文苑,清河,1室1厅 ,56.47, 西 , 简装 ,24, 2001年 , 塔楼,11, 2个月以前发布,3980000.0,"70,480元/平",近地铁 VR看装修 
永泰园板楼电梯三居，双地铁，靠谱卖。,永泰园,清河,3室2厅 ,115.99, 南 北 , 其他 ,10, 2003年 , 板楼,7,8,10500000.0,"90,526元/平",近地铁 VR看装修 房本满五年 
海淀清河 四居室 靠谱出售 价格能谈,清河文苑,清河,4室2厅 ,163.4, 东北 , 其他 ,22, 2004年 , 塔楼,16, 2个月以前发布,9500000.0,"58,140元/平",近地铁 VR看装修 房本满五年 
世华龙樾一期西区 东西通透一居室 中间楼层 视野开阔,世华龙樾一期西区,清河,1室1厅 ,43.82, 东 西 , 简装 ,11, 2018年 , 板楼,16, 2个月以前发布,4400000.0,"100,411元/平",近地铁 VR看装修 
强佑清河新城府学上院南北通透2居室,强佑清河新城府学上院,清河,2室2厅 ,127.0, 南 北 , 毛坯 ,29, 2021年 , 板塔结合,29, 一年前发布,10900000.0,"85,827元/平",VR看装修 随时看房 
毛南 不临街 不把边 南北三居 可以看房,毛纺厂南小区,清河,3室1厅 ,69.1, 南 北 , 简装 ,6, 1986年 , 板楼,18, 6个月以前发布,6010000.0,"86,976元/平",近地铁 VR房源 
2014年次新小区，距离8号线西小口站50米，随时可看,世华龙樾一期西区,清河,1室1厅 ,56.5, 南 , 毛坯 ,17, 2018年 , 板楼,99, 9个月以前发布,4750000.0,"84,071元/平",近地铁 VR看装修 随时看房 
海淀清河 永泰庄地铁附近 南北三居室 采光好,永泰西里,清河,3室1厅 ,69.76, 东 南 北 , 简装 ,6, 1998年 , 板楼,53, 4个月以前发布,4380000.0,"62,787元/平",近地铁 VR房源 随时看房 
毛纺厂南小区 中间层南北通透两居室 看房随时,毛纺厂南小区,清河,2室1厅 ,54.3, 南 北 , 简装 ,6, 1988年 , 板楼,10, 8个月以前发布,4450000.0,"81,953元/平",近地铁 VR看装修 随时看房 
海淀清河 观林园 6层板楼社区 南北两居 密度低,观林园,清河,2室1厅 ,98.21, 南 北 , 精装 ,6, 2011年 , 板楼,15, 3个月以前发布,8700000.0,"88,586元/平",VR房源 房本满五年 
满二年商品房 中间层 精装修 看房随时 随时可以签约,宝盛里,清河,1室1厅 ,53.09, 南 , 精装 ,6, 2001年 , 板楼,10, 3个月以前发布,4090000.0,"77,039元/平",VR看装修 房本满两年 
公交党校宿舍 2室1厅 南 北,公交党校宿舍,清河,2室1厅 ,58.7, 南 北 , 精装 ,6, 1982年 , 板楼,4, 6个月以前发布,5500000.0,"93,697元/平",近地铁 VR看装修 
